全国地方公共団体コード,法人番号,ID,地方公共団体名,イベント名,言語コード,イベント通称,サブタイトル,イベント名_カナ,イベント名_英語,コンテンツURL,状態,キーワード,タグ,対象となる産業,開催パターン,開始日,終了日,開始時間,終了時間,開始日時特記事項,所要時間,掲載開始日,掲載終了日,概要,説明,サブイベント,イベント種類,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,共催団体,関連組織,対象者,対象者備考,場所名称,集合（受付）場所,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,アクセス方法,駐車場情報,駐車場料金,駐輪場情報,Web開催,Web開催URL,ツール・環境,定員,定員備考,料金種別,決済種別,外国語対応,外国語対応備考,開催条件,参加申込終了日,参加申込終了時間,参加申込方法,申込開始日,申込開始時刻,申込URL,URL,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,画像,画像_ライセンス,備考
232025,,OK0001015560,愛知県岡崎市,岡崎市制110周年記念事業 第24回岡崎図書館まつりを開催します,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009594/1015560.html,,,パパママ＆ベビー,,,2026/07/09,2026/08/11,09:00,21:00,,,2026/06/16,2026/08/11,,岡崎市制110周年記念事業 第24回岡崎図書館まつりを開催します。詳しくは岡崎市立中央図書館ホームページをご確認ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0011009612,愛知県岡崎市,PAPATOパークおかざき,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009594/1009612.html,,,パパママ＆ベビー,,,2026/08/29,2026/08/29,10:00,12:00,,,2026/06/23,,,公園などにパパとこどもが集まって、パパ同士の交流を図る「PAPATOパークおかざき」を開催します。ママも参加できますので、ご家族でお気軽にお越しください。,,,なし（直接会場にお越しください。）,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.okazaki.lg.jp/_res/projects/default_project/_page_/001/009/612/001.jpg,,
232025,,OK0021009612,愛知県岡崎市,PAPATOパークおかざき,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009594/1009612.html,,,パパママ＆ベビー,,,2026/10/17,2026/10/17,10:00,12:00,,,2026/06/23,,,公園などにパパとこどもが集まって、パパ同士の交流を図る「PAPATOパークおかざき」を開催します。ママも参加できますので、ご家族でお気軽にお越しください。,,,なし（直接会場にお越しください。）,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.okazaki.lg.jp/_res/projects/default_project/_page_/001/009/612/001.jpg,,
232025,,OK0031009612,愛知県岡崎市,PAPATOパークおかざき,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009594/1009612.html,,,パパママ＆ベビー,,,2026/11/07,2026/11/07,10:00,12:00,,,2026/06/23,,,公園などにパパとこどもが集まって、パパ同士の交流を図る「PAPATOパークおかざき」を開催します。ママも参加できますので、ご家族でお気軽にお越しください。,,,なし（直接会場にお越しください。）,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.okazaki.lg.jp/_res/projects/default_project/_page_/001/009/612/001.jpg,,
232025,,OK0001012992,愛知県岡崎市,夏休み親子教室「ガラスタイルでデコっちゃおう！」,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009594/1012992.html,,,パパママ＆ベビー,,,2026/08/17,2026/08/17,09:30,15:30,,,2026/06/25,2026/08/18,,色とりどりのリサイクルガラスタイルで家の形のフォトフレームを飾りつけます。,,,"1,000円※　受講料は、受講日に現金でお支払いいただきます。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,各部20人,,,,,,,2026-07-24,00:00,,,,,,,,,,,,,
232025,,OK0001012986,愛知県岡崎市,夏休み親子教室「きらきら☆ガラス小物を作ろう！」,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009594/1012986.html,,,パパママ＆ベビー,,,2026/07/31,2026/07/31,09:30,15:30,,,2026/06/25,2026/08/01,,色ガラス板を重ねて溶かし、リサイクルガラスのアクセサリーやオーナメントなどを作ります。,,,"1,000円※　受講料は、受講日に現金でお支払いいただきます。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,各部　小学生20人の親子,,,,,,,2026-07-08,00:00,,,,,,,,,,,,,
232025,,OK0001015889,愛知県岡崎市,岡崎城下家康公夏まつり,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015889.html,,,その他,,,2026/08/09,2026/08/09,17:00,20:45,,,2026/07/03,2026/08/10,,長持練り込み、岡崎おどり、えびすくい音頭、竹千代みこし、味噌六太鼓台担ぎ上げほか※交通規制に伴い、名鉄バスの巡回運転による遅れなどが想定されます。詳しくは名鉄バス株式会社（21-1918）へ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015684,愛知県岡崎市,出張マザーズハローワーク　親子deキャリアin岡崎,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015684.html,,,その他,,,2026/08/06,2026/08/06,10:00,12:00,,,2026/06/23,,,・親子で対話をし、一緒に考えるキャリアセミナー・個別相談会,,,無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10組（定員を超えた場合は抽選）,,,,,,,2026-07-27,00:00,,,,,,,,,,,,,
232025,,OK0001015624,愛知県岡崎市,「心も体もリフレッシュ！はじめてのZUMBA」を開催します。,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015624.html,,,スポーツ,,,2026/08/22,2026/08/22,10:00,11:30,,,2026/06/24,2026/08/13,,初心者向けZUMBAを楽しむとともに、フィリピンの文化についても学ぶ。,,,無料,,,,,,,,,,図書館交流プラザりぶら,,232025,,愛知県岡崎市康生通西4丁目71,愛知県,岡崎市,康生通西4丁目,71,,34.959504,137.159495,,,,,,,, 40名（定員を超えた場合は抽選）,,,,,,,2026-08-12,00:00,,,,,,,,,,,,,
232025,,OK0001015033,愛知県岡崎市,岡崎市制110周年記念事業　岡崎城下家康公夏まつり第78回花火大会,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015033.html,,,その他,,,2026/08/01,2026/08/01,19:00,20:30,,,2026/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0011009540,愛知県岡崎市,夏休みこども教室　水のちがいを解け,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1009540.html,,,その他,,,2026/07/31,2026/07/31,10:00,11:30,,,2026/06/19,2026/08/01,,pH（ピーエイチ）の違いで色が変わる物質を使って、身近な液体の酸性、アルカリ性を調べる実験をする。,,,無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,各日　16人（抽選）,,,,,,,2026-07-09,00:00,,,,,,,,,,,,,
232025,,OK0001015113,愛知県岡崎市,犬のしつけ相談（令和8年8月）,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015113.html,,,その他,,,2026/08/05,2026/08/05,10:00,12:00,,,2026/04/29,2026/08/05,,飼い犬の行動について、しつけの専門家に相談することができます。必ず飼い犬と参加してください。,,,500円,,,,,,,,,,,,,,,,,,,,,,,,,,,,,先着8組,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015147,愛知県岡崎市,犬のしつけ相談（令和8年9月）,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015147.html,,,その他,,,2026/09/16,2026/09/16,10:00,16:00,,,2026/04/29,2026/09/16,,飼い犬の行動について、しつけの専門家に相談することができます。必ず飼い犬と参加してください。,,,500円,,,,,,,,,,,,,,,,,,,,,,,,,,,,,午前午後　先着8組,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015110,愛知県岡崎市,パピースクール（令和8年9月）,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015110.html,,,その他,,,2026/09/12,2026/09/12,10:00,12:00,,,2026/04/29,2026/09/12,,人間や他の犬と快適に暮らすための子犬の社会化,,,500円,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5組,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015574,愛知県岡崎市,創業塾,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015574.html,,,その他,,,2026/08/18,2026/08/18,13:30,17:30,,,2026/06/19,,,8月18日（火曜日）&nbsp;【経営】　創業の心構え、知っておくべきこと【財務】　資金調達（融資）の方法【販路開拓】　ターゲットの設定と販路開拓の手法&nbsp;8月25日（火曜日）【財務】　税務の基礎知識【経営】　創業計画書作成・ブラッシュアップ&nbsp;9月1日（火曜日）【人材育成】　求人・採用時の留意点と労務の基本【経営】　創業計画のプレゼンテーション&nbsp;※全3日間のご参加をお勧めしますが、ご興味のあるテーマのみの参加も可能です。,,,無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,定員40人（先着）,,,,,,,,,,,,,,,,,,,,,
232025,,OK0011015574,愛知県岡崎市,創業塾,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015574.html,,,その他,,,2026/08/25,2026/08/25,13:30,17:30,,,2026/06/19,,,8月18日（火曜日）&nbsp;【経営】　創業の心構え、知っておくべきこと【財務】　資金調達（融資）の方法【販路開拓】　ターゲットの設定と販路開拓の手法&nbsp;8月25日（火曜日）【財務】　税務の基礎知識【経営】　創業計画書作成・ブラッシュアップ&nbsp;9月1日（火曜日）【人材育成】　求人・採用時の留意点と労務の基本【経営】　創業計画のプレゼンテーション&nbsp;※全3日間のご参加をお勧めしますが、ご興味のあるテーマのみの参加も可能です。,,,無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,定員40人（先着）,,,,,,,,,,,,,,,,,,,,,
232025,,OK0021015574,愛知県岡崎市,創業塾,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015574.html,,,その他,,,2026/09/01,2026/09/01,13:30,17:30,,,2026/06/19,,,8月18日（火曜日）&nbsp;【経営】　創業の心構え、知っておくべきこと【財務】　資金調達（融資）の方法【販路開拓】　ターゲットの設定と販路開拓の手法&nbsp;8月25日（火曜日）【財務】　税務の基礎知識【経営】　創業計画書作成・ブラッシュアップ&nbsp;9月1日（火曜日）【人材育成】　求人・採用時の留意点と労務の基本【経営】　創業計画のプレゼンテーション&nbsp;※全3日間のご参加をお勧めしますが、ご興味のあるテーマのみの参加も可能です。,,,無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,定員40人（先着）,,,,,,,,,,,,,,,,,,,,,
232025,,OK0011016087,愛知県岡崎市,あにもで保護された犬猫について調べてみよう！を開催します,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1016087.html,,,その他,,,2026/08/08,2026/08/08,13:30,15:00,,,2026/07/06,,,市内の小学生を対象とした自由研究イベントを開催します。動物総合センターで保護されている犬猫についてのお話と施設見学写真撮影可能です。写真の利用は自由研究に限定し、SNSへの投稿はお控えください。,,,無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,各日程20名程度。同伴者は1名まで。小学生未満の児童は参加できません。,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015106,愛知県岡崎市,犬の事前講習会（令和8年8月）,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015106.html,,,その他,,,2026/08/05,2026/08/05,13:30,14:30,,,2026/04/29,2026/08/05,,犬とはどんな動物か、犬に関係する法律について、犬を飼う前に考えていただきたいこと、動物総合センターから犬を譲渡するときの手続きについてお話します。,,,無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,先着10組,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015107,愛知県岡崎市,犬の事前講習会（令和8年9月）,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1015107.html,,,その他,,,2026/09/06,2026/09/06,13:30,14:30,,,2026/04/29,2026/09/06,,犬とはどんな動物か、犬に関係する法律について、犬を飼う前に考えていただきたいこと、動物総合センターから犬を譲渡するときの手続きについてお話します。,,,無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,先着10組,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001011227,愛知県岡崎市,こども向け日本語教室「ぴかぴか」夏クラス,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1011227.html,,,その他,,,2026/08/23,2026/08/23,14:00,15:00,,,2026/06/22,2026/08/30,,外国につながるこども達が、絵本を読んだり、ひらがなを学習したりして、年齢に応じた日本語の勉強をします。,,,無料,,,,,,,,,,図書館交流プラザりぶら,,232025,,愛知県岡崎市康生通西4丁目71,愛知県,岡崎市,康生通西4丁目,71,,34.959504,137.159495,,,,,,,,15人（抽選）,,,,,,,2026-08-14,00:00,,,,,,,,,,,,,
232025,,OK0011011227,愛知県岡崎市,こども向け日本語教室「ぴかぴか」夏クラス,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009636/1011227.html,,,その他,,,2026/08/30,2026/08/30,14:00,15:00,,,2026/06/22,2026/08/30,,外国につながるこども達が、絵本を読んだり、ひらがなを学習したりして、年齢に応じた日本語の勉強をします。,,,無料,,,,,,,,,,図書館交流プラザりぶら,,232025,,愛知県岡崎市康生通西4丁目71,愛知県,岡崎市,康生通西4丁目,71,,34.959504,137.159495,,,,,,,,15人（抽選）,,,,,,,2026-08-14,00:00,,,,,,,,,,,,,
232025,,OK0001014989,愛知県岡崎市,市制110周年・開館30周年記念コレクション展　窓ーそこに介在するもの,,,,,,https://www.city.okazaki.lg.jp/museum/tenrankai/1014989.html,,,芸術＆文化,,,2026/07/04,2026/09/13,10:00,17:00,,,2026/07/02,,,,,,,,,,,,,,,,美術博物館,,232025,,愛知県岡崎市高隆寺町峠1,愛知県,岡崎市,高隆寺町峠,1,,34.947706,137.217493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015866,愛知県岡崎市,働き世代男性料理教室「作れる男はカッコイイ！自慢のオヤジ飯」,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1010651/1015866.html,,,ほけん,,,2026/09/06,2026/09/06,10:00,13:00,,,2026/06/17,2026/09/06,,ねぎま風焼きとり丼、たぬき冷奴、サラダ、スープ、月見団子を作ります。,,,800円,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,20名（抽選）,,,,,,,2026-08-20,00:00,,,,,,,,,,,,,
232025,,OK0001015632,愛知県岡崎市,市制110周年記念　巡回ラジオ体操・みんなの体操会,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1010651/1015632.html,,,スポーツ、ほけん,,,2026/08/06,2026/08/06,06:00,06:45,,,2026/06/23,,,市制110周年を記念して、巡回ラジオ体操・みんなの体操会を開催します。誰でも気軽にできるラジオ体操で元気に体を動かしましょう。当日はNHK AMで6時30分から全国に生放送されます。,,,無料・参加者には記念品のプレゼントがあります,,,,,,,,,,,,,,,,,,,,,,,,,,,,,先着1000名程度,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015626,愛知県岡崎市,夏休み親子料理教室～こどもと作ろう♪夏休みのランチ～,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1010651/1015626.html,,,ほけん,,,2026/07/31,2026/07/31,10:00,13:00,,,2026/06/25,2026/08/02,,岡崎ブランドの食材を使ってランチをつくります。【メニュー】タコライス、冷静スープ、サラダ、ゼリー,,,"1組1,600円",,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,10組20名（保護者1名　こども1名で1組）,,,,,,,2026-07-15,00:00,,,,,,,,,,,,,
232025,,OK0011015626,愛知県岡崎市,夏休み親子料理教室～こどもと作ろう♪夏休みのランチ～,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1010651/1015626.html,,,ほけん,,,2026/08/01,2026/08/01,10:00,13:00,,,2026/06/25,2026/08/02,,岡崎ブランドの食材を使ってランチをつくります。【メニュー】タコライス、冷静スープ、サラダ、ゼリー,,,"1組1,600円",,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,10組20名（保護者1名　こども1名で1組）,,,,,,,2026-07-15,00:00,,,,,,,,,,,,,
232025,,OK0021015626,愛知県岡崎市,夏休み親子料理教室～こどもと作ろう♪夏休みのランチ～,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1010651/1015626.html,,,ほけん,,,2026/08/02,2026/08/02,10:00,13:00,,,2026/06/25,2026/08/02,,岡崎ブランドの食材を使ってランチをつくります。【メニュー】タコライス、冷静スープ、サラダ、ゼリー,,,"1組1,600円",,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,10組20名（保護者1名　こども1名で1組）,,,,,,,2026-07-15,00:00,,,,,,,,,,,,,
232025,,OK0001015633,愛知県岡崎市,夏休み親子料理教室～学校給食のメニューを作って味わおう！～,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1010651/1015633.html,,,ほけん,,,2026/08/08,2026/08/08,10:00,14:00,,,2026/06/25,2026/08/09,,学校給食で人気のメニューを親子で作ろう！【メニュー】ビビンバ（肉・野菜）、わかめスープ、ご飯,,,1名800円,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,10組20名（抽選）,,,,,,,2026-07-23,00:00,,,,,,,,,,,,,
232025,,OK0011015633,愛知県岡崎市,夏休み親子料理教室～学校給食のメニューを作って味わおう！～,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1010651/1015633.html,,,ほけん,,,2026/08/09,2026/08/09,10:00,14:00,,,2026/06/25,2026/08/09,,学校給食で人気のメニューを親子で作ろう！【メニュー】ビビンバ（肉・野菜）、わかめスープ、ご飯,,,1名800円,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,10組20名（抽選）,,,,,,,2026-07-23,00:00,,,,,,,,,,,,,
232025,,OK0001015867,愛知県岡崎市,健康づくり講座「楽しく運動！リズムに合わせて体力UP！」,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1010651/1015867.html,,,ほけん,,,2026/09/09,2026/09/09,13:30,15:20,,,2026/06/16,2026/09/30,,ストレッチ、有酸素運動、軽い筋トレ、脳トレ等で楽しく体を動かします,,,"1,000円",,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,30名（抽選）,,,,,,,2026-08-24,00:00,,,,,,,,,,,,,
232025,,OK0011015867,愛知県岡崎市,健康づくり講座「楽しく運動！リズムに合わせて体力UP！」,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1010651/1015867.html,,,ほけん,,,2026/09/16,2026/09/16,13:30,15:20,,,2026/06/16,2026/09/30,,ストレッチ、有酸素運動、軽い筋トレ、脳トレ等で楽しく体を動かします,,,"1,000円",,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,30名（抽選）,,,,,,,2026-08-24,00:00,,,,,,,,,,,,,
232025,,OK0021015867,愛知県岡崎市,健康づくり講座「楽しく運動！リズムに合わせて体力UP！」,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1010651/1015867.html,,,ほけん,,,2026/09/30,2026/09/30,13:30,15:20,,,2026/06/16,2026/09/30,,ストレッチ、有酸素運動、軽い筋トレ、脳トレ等で楽しく体を動かします,,,"1,000円",,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,30名（抽選）,,,,,,,2026-08-24,00:00,,,,,,,,,,,,,
232025,,OK0001015197,愛知県岡崎市,岡崎市制110周年記念事業　ピラミッド・サイエンス！　2026年度夏季企画展,,,,,,https://www.city.okazaki.lg.jp/kobihaku/tenrankai/1011489/1015197.html,,,芸術＆文化,,,2026/06/27,2026/09/13,09:00,17:00,,,2026/06/26,,　おかざき世界子ども美術博物館ではエジプト考古学者の吉村作治先生監修の古代エジプト科学展を開催します。,　おかざき世界子ども美術博物館では、子どものための新感覚な科学系エジプト展を開催します。エジプト考古学者である吉村作治先生監修のもと、神秘性や美術的側面で取り上げられることの多いピラミッドを科学的、教育的側面から斬新にアプローチし、古代エジプトをひも解いていきます。体験型の科学展示で、各テーマごとに実験や考察するプロセスを踏みながら学ぶことができる内容になっています。&nbsp;,,,,,,,,,,,,,おかざき世界子ども美術博物館,,232025,,愛知県岡崎市岡町鳥居戸1-1,愛知県,岡崎市,岡町鳥居戸,1-1,,34.926953,137.213666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001014766,愛知県岡崎市,市制110周年記念事業「子どもたちのアール・ブリュット2026」前期展,,,,,,https://www.city.okazaki.lg.jp/kobihaku/tenrankai/1011489/1014766.html,,,芸術＆文化,,,2026/04/02,2026/09/23,09:00,17:00,,,2026/03/18,,おかざき世界子ども美術博物館では、 障がいのある子どもたちの作品の常設展示「子どもたちのアール・ブリュット」 を開催しています。,岡崎市内の特別支援学級をはじめ、 愛知県立岡崎聾学校、 愛知県立岡崎特別支援学校、 愛知教育大学附属特別支援学校等の子どもたちが制作した作品を紹介します。,,,,,,,,,,,,,おかざき世界子ども美術博物館,,232025,,愛知県岡崎市岡町鳥居戸1-1,愛知県,岡崎市,岡町鳥居戸,1-1,,34.926953,137.213666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0041010789,愛知県岡崎市,こころほっとサロン,,,,,,https://www.city.okazaki.lg.jp/kenko/kenko_iryo/1012510/1012511/1010789.html,,,ほけん,,,2026/08/14,2026/08/14,19:00,20:00,毎月第2金曜日（10月は開催なし）,,2026/04/16,,,,,,,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0051010789,愛知県岡崎市,こころほっとサロン,,,,,,https://www.city.okazaki.lg.jp/kenko/kenko_iryo/1012510/1012511/1010789.html,,,ほけん,,,2026/09/11,2026/09/11,19:00,20:00,毎月第2金曜日（10月は開催なし）,,2026/04/16,,,,,,,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0061010789,愛知県岡崎市,こころほっとサロン,,,,,,https://www.city.okazaki.lg.jp/kenko/kenko_iryo/1012510/1012511/1010789.html,,,ほけん,,,2026/11/13,2026/11/13,19:00,20:00,毎月第2金曜日（10月は開催なし）,,2026/04/16,,,,,,,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0071010789,愛知県岡崎市,こころほっとサロン,,,,,,https://www.city.okazaki.lg.jp/kenko/kenko_iryo/1012510/1012511/1010789.html,,,ほけん,,,2026/12/11,2026/12/11,19:00,20:00,毎月第2金曜日（10月は開催なし）,,2026/04/16,,,,,,,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0081010789,愛知県岡崎市,こころほっとサロン,,,,,,https://www.city.okazaki.lg.jp/kenko/kenko_iryo/1012510/1012511/1010789.html,,,ほけん,,,2027/01/08,2027/01/08,19:00,20:00,毎月第2金曜日（10月は開催なし）,,2026/04/16,,,,,,,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0091010789,愛知県岡崎市,こころほっとサロン,,,,,,https://www.city.okazaki.lg.jp/kenko/kenko_iryo/1012510/1012511/1010789.html,,,ほけん,,,2027/02/12,2027/02/12,19:00,20:00,毎月第2金曜日（10月は開催なし）,,2026/04/16,,,,,,,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0101010789,愛知県岡崎市,こころほっとサロン,,,,,,https://www.city.okazaki.lg.jp/kenko/kenko_iryo/1012510/1012511/1010789.html,,,ほけん,,,2027/03/12,2027/03/12,19:00,20:00,毎月第2金曜日（10月は開催なし）,,2026/04/16,,,,,,,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015728,愛知県岡崎市,シーホース三河イベント情報,,,,,,https://www.city.okazaki.lg.jp/bunka/info_sports/1015728.html,,,スポーツ,,,2026/07/01,2026/09/30,09:00,18:00,,,2026/06/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001016254,愛知県岡崎市,第51回 動物愛護に関する標語コンクール,,,,,,https://www.city.okazaki.lg.jp/zoo/tanosimu/1013175/1016254.html,,,その他,,,2026/07/01,2026/07/31,09:00,17:00,,,2026/07/02,2026/07/31,,,,,,,,,,,,,,,東公園・東公園動物園,,232025,,愛知県岡崎市欠町大山田1,愛知県,岡崎市,欠町大山田,1,,34.954227,137.19425,,,,,,,,,,,,,,,2026-07-31,00:00,,,,,,,,,,,,,
232025,,OK0071016056,愛知県岡崎市,ふじ子が暮らしたお部屋の特別開放と飼育員によるガイド,,,,,,https://www.city.okazaki.lg.jp/zoo/tanosimu/1013177/1016056.html,,,パーク＆ネイチャー、その他,,定期開催,2026/08/01,2026/08/01,11:00,12:00,動物園の別イベントと重複した場合に実施しないことがあります。祝日も開催することがあります。,,2026/07/09,,,	11時から20分程度、飼育員によるガイドを実施します。	ふじ子が過ごしたゾウ舎のお部屋を特別開放しています。	「ふじ子像」が置かれている隣の部屋に入って「ふじ子像」を見ることができます。,,,,,,,,,,,,,東公園・東公園動物園,,232025,,愛知県岡崎市欠町大山田1,愛知県,岡崎市,欠町大山田,1,,34.954227,137.19425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
